agency,year,1,2,3,4
ERA,2019,0.0,0.6744186046511628,0.27906976744186046,0.046511627906976744
ERA,2020,0.0,0.8636363636363636,0.13636363636363635,0.0
ESMA,2015,0.12,0.48,0.4,0.0
ESMA,2016,0.043243243243243246,0.7027027027027027,0.25405405405405407,0.0
ESMA,2017,0.05508474576271186,0.6822033898305084,0.2627118644067797,0.0
ESMA,2018,0.11904761904761904,0.5992063492063492,0.28174603174603174,0.0
ESMA,2019,0.08386075949367089,0.5079113924050633,0.3987341772151899,0.00949367088607595
ESMA,2020,0.08333333333333333,0.5934343434343434,0.32323232323232326,0.0
ETF,2017,0.0,0.9880952380952381,0.011904761904761904,0.0
ETF,2018,0.0,0.975,0.025,0.0
ETF,2019,0.05714285714285714,0.9047619047619048,0.0380952380952381,0.0
ETF,2020,0.023622047244094488,0.9606299212598425,0.0,0.015748031496062992
EUIPO,2013,0.0,0.2127659574468085,0.7872340425531915,0.0
EUIPO,2014,0.0,0.25,0.75,0.0
EUIPO,2015,0.0,0.3925233644859813,0.6074766355140186,0.0
EUIPO,2016,0.0,0.4685714285714286,0.5314285714285715,0.0
EUIPO,2017,0.0,0.4329268292682927,0.5670731707317073,0.0
EUIPO,2018,0.0,0.3333333333333333,0.6666666666666666,0.0
EUIPO,2019,0.0,0.48677248677248675,0.5132275132275133,0.0
EUIPO,2020,0.0,0.5161290322580645,0.4838709677419355,0.0
EULISA,2013,0.0,0.0,1.0,0.0
EULISA,2014,0.034482758620689655,0.6896551724137931,0.27586206896551724,0.0
EULISA,2015,0.041666666666666664,0.7291666666666666,0.20833333333333334,0.020833333333333332
EULISA,2016,0.027777777777777776,0.7777777777777778,0.19444444444444445,0.0
EULISA,2017,0.0,0.7446808510638298,0.23404255319148937,0.02127659574468085
EULISA,2018,0.01639344262295082,0.6065573770491803,0.36065573770491804,0.01639344262295082
EULISA,2019,0.027777777777777776,0.5833333333333334,0.3611111111111111,0.027777777777777776
EULISA,2020,0.0,0.85,0.075,0.075
EUROFOUND,2007,0.2376237623762376,0.7524752475247525,0.009900990099009901,0.0
EUROFOUND,2008,0.14814814814814814,0.7777777777777778,0.07407407407407407,0.0
EUROFOUND,2009,0.28378378378378377,0.6756756756756757,0.04054054054054054,0.0
EUROFOUND,2010,0.4032258064516129,0.5774193548387097,0.01935483870967742,0.0
EUROFOUND,2011,0.1935483870967742,0.7419354838709677,0.06451612903225806,0.0
EUROFOUND,2012,0.20634920634920634,0.7301587301587301,0.047619047619047616,0.015873015873015872
EUROFOUND,2013,0.20618556701030927,0.7525773195876289,0.041237113402061855,0.0
EUROFOUND,2014,0.20270270270270271,0.6486486486486487,0.14189189189189189,0.006756756756756757
EUROFOUND,2015,0.22818791946308725,0.7114093959731543,0.06040268456375839,0.0
EUROFOUND,2016,0.2753623188405797,0.6956521739130435,0.028985507246376812,0.0
EUROFOUND,2017,0.22448979591836735,0.6326530612244898,0.12244897959183673,0.02040816326530612
EUROFOUND,2018,0.30303030303030304,0.6666666666666666,0.0,0.030303030303030304
EUROFOUND,2019,0.7142857142857143,0.2857142857142857,0.0,0.0
EUROFOUND,2020,0.47619047619047616,0.5238095238095238,0.0,0.0
EUROJUST,2007,0.0,0.8571428571428571,0.14285714285714285,0.0
EUROJUST,2008,0.037037037037037035,0.8148148148148148,0.14814814814814814,0.0
EUROJUST,2009,0.0,0.8461538461538461,0.11538461538461539,0.038461538461538464
EUROJUST,2010,0.0,0.875,0.125,0.0
EUROJUST,2011,0.0,0.7878787878787878,0.18181818181818182,0.030303030303030304
EUROJUST,2012,0.0,0.9090909090909091,0.06060606060606061,0.030303030303030304
EUROJUST,2013,0.0,0.8064516129032258,0.16129032258064516,0.03225806451612903
EUROJUST,2014,0.0,0.8235294117647058,0.17647058823529413,0.0
EUROJUST,2015,0.02564102564102564,0.8461538461538461,0.10256410256410256,0.02564102564102564
EUROJUST,2016,0.0,0.9487179487179487,0.02564102564102564,0.02564102564102564
EUROJUST,2017,0.0,0.9555555555555556,0.0,0.044444444444444446
EUROJUST,2018,0.012738853503184714,0.910828025477707,0.050955414012738856,0.025477707006369428
EUROJUST,2019,0.014598540145985401,0.8248175182481752,0.051094890510948905,0.10948905109489052
EUROJUST,2020,0.010638297872340425,0.925531914893617,0.0,0.06382978723404255
EUROPOL,2009,0.0,1.0,0.0,0.0
EUROPOL,2010,0.0,1.0,0.0,0.0
EUROPOL,2011,0.05194805194805195,0.922077922077922,0.012987012987012988,0.012987012987012988
EUROPOL,2012,0.034482758620689655,0.9080459770114943,0.011494252873563218,0.04597701149425287
EUROPOL,2013,0.05042016806722689,0.8739495798319328,0.008403361344537815,0.06722689075630252
EUROPOL,2014,0.020689655172413793,0.9448275862068966,0.013793103448275862,0.020689655172413793
EUROPOL,2015,0.023391812865497075,0.9298245614035088,0.023391812865497075,0.023391812865497075
EUROPOL,2016,0.009433962264150943,0.9386792452830188,0.02830188679245283,0.02358490566037736
